identifiantReferentiel,titre,unite,titreCourt,titreLong,parents,categories,thematiques,actionIds,valeurCalcule,participationScore,sansValeurUtilisateur,borneMin,borneMax,precision,description,exprCible,exprSeuil,libelleCibleSeuil
cae_32,Rendement énergétique UIOM,%,,Rendement énergétique de l'Unité d'incinération des ordures ménagères - valorisation énergétique électricité et chaleur,,cae,energie_et_climat,cae_3.3.5,,TRUE,FALSE,,,2,"Le rendement de l'UIOM (unité d'incinération des ordures ménagères) est calculé selon la formule permettant la modulation du taux de la TGAP (arrêté du 7 décembre 2016 modifiant l'arrêté du 20 septembre 2002 relatif aux installations d'incinération et de coïncinération de déchets non dangereux et aux installations incinérant des déchets d'activités de soins à risques infectieux). Le niveau de performance énergétique choisi comme valeur cible est celui utilisé à l'article 266 nonies du code des douanes pour bénéficier d’une TGAP réduite.

-   Valeur cible : 65%",65,,Valeur cible définie par le programme T.E.T.E
cae_33,Valorisation énergétique des biodéchets,kWh,,Energie produite par la valorisation des biodéchets,,cae,energie_et_climat,cae_3.3.5,,TRUE,FALSE,,,2,"L'indicateur mesure l'électricité et la chaleur (en kWh) produite à partir de biodéchets pour l'ensemble du territoire (ménages et activités économiques, agricoles...).

A défaut, il est possible de suivre via un indicateur personnalisé (à relier à cet indicateur) le tonnage des biodéchets collectés de manière séparative. Pour information, le ratio moyen de déchets alimentaires collectés par l’ensemble des collectivités en France en 2015 est de 63 kg/habitant desservi (étude suivi technico-économique biodéchets, Ademe, 2017) :

-   46 kg/habitant desservi pour la collecte de déchets alimentaires seuls;
    
-   99 kg/habitant desservi pour la collecte de déchets alimentaires et déchets verts.",,,
cae_34,Valorisation énergétique du biogaz des centres de stockage des déchets,%,,Taux de valorisation énergétique du biogaz des centres de stockage des déchets,,cae,energie_et_climat,cae_3.3.5,,TRUE,FALSE,,,2,"L'indicateur mesure la part de biogaz valorisé par le centre de stockage des déchets.

-   Valeur limite: 75% (fixée par le seuil de valorisation permettant la modulation de la TGAP)
    
-   Valeur cible : 100%",100,75,Valeurs cible et limite définies par le programme T.E.T.E.
cae_35,Part modale - Piétons,%,Piéton,Part modale piéton,crte_5.1,"cae, clef",mobilite_et_transport,"cae_4.1.1, cae_4.3.1",,TRUE,FALSE,,,2,"La part modale est une part modale en nombre de déplacements.

Les valeurs limites et cibles (selon le nombre d'habitants, limite de 15-25%, cible de 25-35%) sont données à titre indicatif : il faut également juger de l'évolution de la part modale au fil du temps et des caractéristiques du territoire (ville centre dense favorisant la marche ou territoire étendu d'une agglomération...). A défaut de posséder les parts modales issues d'une enquête ménages, les collectivités peuvent utiliser les données INSEE donnant les parts modales des déplacements domicile-travail pour la population active (tableau NAV2A ou NAV2B).","si identite(population, plus_de_50000) alors 35 sinon 25","si identite(population, plus_de_50000) alors 25 sinon 15",Valeurs cible et limite définies par le programme T.E.T.E.
cae_36,Part modale - Vélos,%,Vélo,Part modale vélo,crte_5.1,"cae, clef",mobilite_et_transport,"cae_4.1.1, cae_4.3.2",,TRUE,FALSE,,,2,"La part modale est une part modale en nombre de déplacements.

Les valeurs limites et cibles sont données à titre indicatif : il faut également juger de l'évolution de la part modale au fil du temps et selon le territoire. En France, la moyenne est de 3%, les meilleures collectivités françaises atteignent 10% des déplacements. En Allemagne les parts modales atteignent 25% dans plusieurs villes. A défaut de posséder les parts modales issues d'une enquête ménages, les collectivités peuvent utiliser les données INSEE donnant les parts modales des déplacements domicile-travail pour la population active (tableau NAV2A ou NAV2B).",10,3,Valeurs cible et limite définies par le programme T.E.T.E.
cae_37,Part modale - Transports en commun,%,Transports en commun,Part modale des transports en commun,crte_5.1,"cae, clef",mobilite_et_transport,"cae_4.1.1, cae_4.3.3",,TRUE,FALSE,,,2,"La part modale est une part modale en nombre de déplacements.

Il s’agit (si possible) des transports en commun en général : bus urbain, car interurbain, tram, métro, train..., pas uniquement les TCU (transport collectif urbain). La rentabilité économique du système est prise en compte dans la réduction de potentiel. Les valeurs limites et cibles (début de valorisation entre 5 et 10% selon les infrastructures en place, cible >20% -région parisienne) sont données à titre indicatif : il faut également juger de l'évolution de la part modale au fil du temps et de l'offre TC sur le territoire. A défaut de posséder les parts modales issues d'une enquête ménages, les collectivités peuvent utiliser les données INSEE donnant les parts modales des déplacements domicile-travail pour la population active (tableau NAV2A ou NAV2B).",20,,Valeur cible définie par le programme T.E.T.E.
cae_38,Part modale des déplacements intermodaux,%,,Part modale des déplacements intermodaux,,"SYDEV, cae, clef",mobilite_et_transport,"cae_4.1.1, cae_4.3.3, cae_4.3.4",,TRUE,FALSE,,,2,"Cet indicateur peut remplacer l'indicateur sur les parts modales des transports en commun, si ce dernier n'est pas adapté à sa situation (milieu rural notamment).

Il peut également s’agir de la part de déplacements intermodaux réalisés par les habitants du territoire, c’est-à-dire la part de déplacements mécanisés (tout mode hors marche-a-pied) composés d'au moins deux trajets effectués à l’aide de plusieurs modes mécanisés. Pour obtenir la totalité des points, la valeur collectée doit témoigner d'une bonne performance de la collectivité par rapport à des valeurs de références nationales ou locales.

A titre indicatif, \[valeur limite ; valeur cible\] pour la part de déplacements intermodaux:

-   Pour les collectivités > 800 000 hab: \[4% ; 12%\]
    
-   Pour les collectivités > 300 000 hab : \[2% : 6%\]
    
-   Pour les collectivités > 50 000 hab : \[0,5% ; 2%\]
    
-   Pour les collectivités <50 000 hab : \[0,25% ; 1,2%\]
    

(source : analyse de rapport d’études et de recherches sur l’intermodalité, CEREMA – IFSTTAR, 2015 et 2016, tendances observées depuis 1985 dans le cadre des EMD)

Si cet indicateur n'est pas non plus le plus pertinent, alors la collectivité peut mesurer par un autre indicateur la progression d'un moyen de transport alternatif à la voiture individuelle, mieux adapté à sa situation : co-voiturage, transport à la demande..., en créant un indicateur personnalisé et en le liant à cet indicateur.","si identite(population, plus_de_800000) alors 4 sinon si identite(population, plus_de_300000) alors 2 sinon si identite(population, plus_de_50000) alors 0.5 sinon si identite(population, moins_de_50000) alors 0.25","si identite(population, plus_de_800000) alors 12 sinon si identite(population, plus_de_300000) alors 6 sinon si identite(population, plus_de_50000) alors 2 sinon si identite(population, moins_de_50000) alors 1.2",Valeurs cible et limite définies par le programme T.E.T.E.
cae_39,Plan de déplacements Entreprise ou Administration,%,,Part de la population active couverte par un Plan de déplacements Entreprise ou Administration,plans_de_deplacement,"clef, cae",mobilite_et_transport,cae_4.1.1,,TRUE,FALSE,,,2,"L'indicateur comptabilise le nombre d'employés couverts par un Plan de Déplacements Entreprise (PDE) et Administration (PDA) sur le territoire et le rapporte à la population active du territoire. Ce chiffre doit être en augmentation chaque année. Des valeurs indicatives limites et cibles sont données, basées sur des données ADEME (enquête nationale 2009 et Poitou-Charentes 2012) et les meilleurs scores des collectivités Territoire Engagé.
Valeur limite TETE : 8%
Valeur cible TETE : 40%",40,8,Valeurs cible et limite définies par le programme T.E.T.E.
cae_4.a,Emissions de Nox,tonnes,,Quantité totale d'émissions d'Oxyde d'azote,emission_polluants_atmo,"agregation, cae, clef, crte, pcaet",nature_environnement_air,cae_1.1.1,opt_val(cae_4.aa)+opt_val(cae_4.ab)+opt_val(cae_4.ac)+opt_val(cae_4.ad)+opt_val(cae_4.ae)+opt_val(cae_4.af)+opt_val(cae_4.ag)+opt_val(cae_4.ah),FALSE,FALSE,,,2,"Ces indicateurs estiment les émissions annuelles des six polluants atmosphériques exigés dans le contenu réglementaire des PCAET (décret n°2016-849 du 28 juin 2016 et arrêté du 4 août 2016 relatifs au plan climat-air-énergie territorial) : oxydes d’azote (NOx), les particules PM 10 et PM 2,5 et les composés organiques volatils (COV), tels que définis au I de l’article R. 221-1 du même code, ainsi que le dioxyde de soufre (SO2) et l’ammoniac (NH3).

Les données peuvent être fournies notamment par les associations agréées pour la surveillance de la qualité de l'air (AASQA).

**Objectif opérationnel national fixé par les documents de référence** :

Plan national de réduction des émissions polluantes (décret n°2017-949 du 10 mai 2017): réduction des polluants par rapport aux émissions de 2005 :

Nox (2020 = -50% /2025 = -60% / 2030 = -69%)",,,
cae_4.aa,Emissions de Nox - Résidentiel,tonnes,Résidentiel,Quantité totale d'émissions d'Oxyde d'azote - Résidentiel,cae_4.a,"cae, pcaet",nature_environnement_air,,,FALSE,FALSE,,,2,,,,
cae_4.ab,Emissions de Nox - Tertiaire,tonnes,Tertiaire,Quantité totale d'émissions d'Oxyde d'azote - Tertiaire,cae_4.a,"cae, pcaet",nature_environnement_air,,,FALSE,FALSE,,,2,,,,
cae_4.ac,Emissions de Nox - Agriculture,tonnes,Agriculture,Quantité totale d'émissions d'Oxyde d'azote - Agriculture,cae_4.a,"cae, pcaet",nature_environnement_air,,,FALSE,FALSE,,,2,,,,
cae_4.ad,Emissions de Nox - Déchets,tonnes,Déchets,Quantité totale d'émissions d'Oxyde d'azote - Déchets,cae_4.a,"cae, pcaet",nature_environnement_air,,,FALSE,FALSE,,,2,,,,
cae_4.ae,Emissions de Nox - Industrie hors branche énergie,tonnes,Industrie,Quantité totale d'émissions d'Oxyde d'azote - Industrie hors branche énergie,cae_4.a,"cae, pcaet",nature_environnement_air,,,FALSE,FALSE,,,2,,,,
cae_4.af,Emissions de Nox - Industrie branche énergie,tonnes,Branche énergie,Quantité totale d'émissions d'Oxyde d'azote - Industrie branche énergie,cae_4.a,"cae, pcaet",nature_environnement_air,,,FALSE,FALSE,,,2,,,,
cae_4.ag,Emissions de Nox - Transport routier,tonnes,Transport routier,Quantité totale d'émissions d'Oxyde d'azote - Transport routier,cae_4.a,"cae, pcaet",nature_environnement_air,,,FALSE,FALSE,,,2,,,,
cae_4.ah,Emissions de Nox - Autres transports,tonnes,Autres transports,Quantité totale d'émissions d'Oxyde d'azote - Autres transports,cae_4.a,"cae, pcaet",nature_environnement_air,,,FALSE,FALSE,,,2,,,,
cae_4.ai,Emissions de Nox - Chantiers,tonnes,Chantiers,Quantité totale d'émissions d'Oxyde d'azote - Chantiers,cae_4.a,"cae, pcaet",nature_environnement_air,,,FALSE,FALSE,,,2,,,,
cae_4.b,Emissions de PM10,tonnes,,Quantité totale d'émissions de particules fines PM 10,emission_polluants_atmo,"agregation, cae, clef, pcaet",nature_environnement_air,cae_1.1.1,opt_val(cae_4.ba)+opt_val(cae_4.bb)+opt_val(cae_4.bc)+opt_val(cae_4.bd)+opt_val(cae_4.be)+opt_val(cae_4.bf)+opt_val(cae_4.bg)+opt_val(cae_4.bh),FALSE,FALSE,,,2,"Ces indicateurs estiment les émissions annuelles des six polluants atmosphériques exigés dans le contenu réglementaire des PCAET (décret n°2016-849 du 28 juin 2016 et arrêté du 4 août 2016 relatifs au plan climat-air-énergie territorial) : oxydes d’azote (NOx), les particules PM 10 et PM 2,5 et les composés organiques volatils (COV), tels que définis au I de l’article R. 221-1 du même code, ainsi que le dioxyde de soufre (SO2) et l’ammoniac (NH3).

Les données peuvent être fournies notamment par les associations agréées pour la surveillance de la qualité de l'air (AASQA).",,,
cae_4.ba,Emissions de PM10 - Résidentiel,tonnes,Résidentiel,Quantité totale d'émissions de particules fines PM 10 - Résidentiel,cae_4.b,"cae, pcaet",nature_environnement_air,,,FALSE,FALSE,,,2,,,,
cae_4.bb,Emissions de PM10 - Tertiaire,tonnes,Tertiaire,Quantité totale d'émissions de particules fines PM 10 - Tertiaire,cae_4.b,"cae, pcaet",nature_environnement_air,,,FALSE,FALSE,,,2,,,,
cae_4.bc,Emissions de PM10 - Agriculture,tonnes,Agriculture,Quantité totale d'émissions de particules fines PM 10 - Agriculture,cae_4.b,"cae, pcaet",nature_environnement_air,,,FALSE,FALSE,,,2,,,,
cae_4.bd,Emissions de PM10 - Déchets,tonnes,Déchets,Quantité totale d'émissions de particules fines PM 10 - Déchets,cae_4.b,"cae, pcaet",nature_environnement_air,,,FALSE,FALSE,,,2,,,,
cae_4.be,Emissions de PM10 - Industrie hors branche énergie,tonnes,Industrie,Quantité totale d'émissions de particules fines PM 10 - Industrie hors branche énergie,cae_4.b,"cae, pcaet",nature_environnement_air,,,FALSE,FALSE,,,2,,,,
cae_4.bf,Emissions de PM10 - Industrie branche énergie,tonnes,Branche énergie,Quantité totale d'émissions de particules fines PM 10 - Industrie branche énergie,cae_4.b,"cae, pcaet",nature_environnement_air,,,FALSE,FALSE,,,2,,,,
cae_4.bg,Emissions de PM10 - Transport routier,tonnes,Transport routier,Quantité totale d'émissions de particules fines PM 10 - Transport routier,cae_4.b,"cae, pcaet",nature_environnement_air,,,FALSE,FALSE,,,2,,,,
cae_4.bh,Emissions de PM10 - Autres transports,tonnes,Autres transports,Quantité totale d'émissions de particules fines PM 10 - Autres transports,cae_4.b,"cae, pcaet",nature_environnement_air,,,FALSE,FALSE,,,2,,,,
cae_4.bi,Emissions de PM10 - Chantiers,tonnes,Chantiers,Quantité totale d'émissions de particules fines PM 10 - Chantiers,cae_4.b,"cae, pcaet",nature_environnement_air,,,FALSE,FALSE,,,2,,,,
cae_4.c,"Emissions de PM2,5",tonnes,,Quantité totale d'émissions de particules fines PM 2.5,emission_polluants_atmo,"agregation, cae, clef, crte, pcaet",nature_environnement_air,cae_1.1.1,opt_val(cae_4.ca)+opt_val(cae_4.cb)+opt_val(cae_4.cc)+opt_val(cae_4.cd)+opt_val(cae_4.ce)+opt_val(cae_4.cf)+opt_val(cae_4.cg)+opt_val(cae_4.ch),FALSE,FALSE,,,2,"Ces indicateurs estiment les émissions annuelles des six polluants atmosphériques exigés dans le contenu réglementaire des PCAET (décret n°2016-849 du 28 juin 2016 et arrêté du 4 août 2016 relatifs au plan climat-air-énergie territorial) : oxydes d’azote (NOx), les particules PM 10 et PM 2,5 et les composés organiques volatils (COV), tels que définis au I de l’article R. 221-1 du même code, ainsi que le dioxyde de soufre (SO2) et l’ammoniac (NH3).

Les données peuvent être fournies notamment par les associations agréées pour la surveillance de la qualité de l'air (AASQA).

**Objectif opérationnel national fixé par les documents de référence:**

Plan national de réduction des émissions polluantes (décret n°2017-949 du 10 mai 2017): réduction des polluants par rapport aux émissions de 2005 :

PM2,5 (2020 = -27% /2025 = -42% /2030 = -57%)",,,
cae_4.ca,"Emissions de PM2,5 - Résidentiel",tonnes,Résidentiel,Quantité totale d'émissions de particules fines PM 2.5 - Résidentiel,cae_4.c,"cae, pcaet",nature_environnement_air,,,FALSE,FALSE,,,2,,,,
cae_4.cb,"Emissions de PM2,5 - Tertiaire",tonnes,Tertiaire,Quantité totale d'émissions de particules fines PM 2.5 - Tertiaire,cae_4.c,"cae, pcaet",nature_environnement_air,,,FALSE,FALSE,,,2,,,,
cae_4.cc,"Emissions de PM2,5 - Agriculture",tonnes,Agriculture,Quantité totale d'émissions de particules fines PM 2.5 - Agriculture,cae_4.c,"cae, pcaet",nature_environnement_air,,,FALSE,FALSE,,,2,,,,
cae_4.cd,"Emissions de PM2,5 - Déchets",tonnes,Déchets,Quantité totale d'émissions de particules fines PM 2.5 - Déchets,cae_4.c,"cae, pcaet",nature_environnement_air,,,FALSE,FALSE,,,2,,,,
cae_4.ce,"Emissions de PM2,5 - Industrie hors branche énergie",tonnes,Industrie,Quantité totale d'émissions de particules fines PM 2.5 - Industrie hors branche énergie,cae_4.c,"cae, pcaet",nature_environnement_air,,,FALSE,FALSE,,,2,,,,
cae_4.cf,"Emissions de PM2,5 - Industrie branche énergie",tonnes,Branche énergie,Quantité totale d'émissions de particules fines PM 2.5 - Industrie branche énergie,cae_4.c,"cae, pcaet",nature_environnement_air,,,FALSE,FALSE,,,2,,,,
cae_4.cg,"Emissions de PM2,5 - Transport routier",tonnes,Transport routier,Quantité totale d'émissions de particules fines PM 2.5 - Transport routier,cae_4.c,"cae, pcaet",nature_environnement_air,,,FALSE,FALSE,,,2,,,,
cae_4.ch,"Emissions de PM2,5 - Autres transports",tonnes,Autres transports,Quantité totale d'émissions de particules fines PM 2.5 - Autres transports,cae_4.c,"cae, pcaet",nature_environnement_air,,,FALSE,FALSE,,,2,,,,
cae_4.ci,"Emissions de PM2,5 - Chantiers",tonnes,Chantiers,Quantité totale d'émissions de particules fines PM 2.5 - Chantiers,cae_4.c,"cae, pcaet",nature_environnement_air,,,FALSE,FALSE,,,2,,,,
