identifiantReferentiel,titre,unite,titreCourt,titreLong,parents,categories,thematiques,actionIds,valeurCalcule,participationScore,sansValeurUtilisateur,borneMin,borneMax,precision,description,exprCible,exprSeuil,libelleCibleSeuil
s_59,Consommation énergétique du territoire par source d'énergie,GWh,,Consommation énergétique du territoire par source d'énergie,,"SYDEV, agregation",energie_et_climat,,,FALSE,TRUE,,,2,"L'indicateur ""Consommation énergétique du territoire par source d'énergie (en GWh/an) : Électricité, Gaz Naturel, Bois-Énergie (EnR), Chaleur et froid issus de réseau, produits pétroliers et autres, Autres énergies renouvelables (EnR)"" correspond à la répartition de la consommation énergétique totale du territoire en fonction des différentes sources d'énergie utilisées. Cet indicateur permet d'évaluer la part des énergies renouvelables dans la consommation totale d'énergie et d'identifier les sources d'énergie les plus utilisées pour orienter les actions du PCAET.

Les indicateurs ""Consommation énergétique - électricité"" et ""Consommation énergétique - chaleur/rafraichissement"" sont présents sur Territoires en Transitions dans la catégorie ""Consommation énergétique territoriale"".",,,
s_59.a,Consommation énergétique - gaz naturel,GWh,Gaz naturel,Consommation énergétique du territoire - gaz naturel,s_59,SYDEV,energie_et_climat,,,FALSE,FALSE,,,2,,,,
s_59.b,Consommation énergétique - Bois-Energie (EnR),GWh,Bois-Energie (EnR),Consommation énergétique du territoire - Bois-Energie (EnR),s_59,SYDEV,energie_et_climat,,,FALSE,FALSE,,,2,,,,
s_59.d,Consommation énergétique - Produits pétroliers et autres,GWh,Produits pétroliers et autres,Consommation énergétique - Produits pétroliers et autres,s_59,SYDEV,energie_et_climat,,,FALSE,FALSE,,,2,,,,
s_59.e,Consommation énergétique - Autres énergies renouvelables (EnR),GWh,Autres énergies renouvelables (EnR),Consommation énergétique - Autres énergies renouvelables (EnR),s_59,SYDEV,energie_et_climat,,,FALSE,FALSE,,,2,,,,
s_6.a,Nombre de projets de rénovation globale performante (BBC - catégories A et B uniquement) aboutis,Nombre de dossiers,,Nombre de projets de rénovation globale performante (BBC - catégories A et B uniquement) aboutis,,SYDEV,urbanisme_et_amenagement,,,FALSE,FALSE,,,2,"Mesure le nombre de projets de rénovation réussis par rapport au nombre de projets en cours. Pour disposer de cet indicateur pour le département, on pourra s' adresser aux autorités locales responsables de la collecte de ces données, telles que les services de la mairie, le conseil départemental ou la région. Il peut également être possible de trouver ces informations en ligne sur les sites internet des différentes institutions concernées.",,,
s_6.b,Pourcentage de projets de rénovation globale performante (BBC - catégories A et B uniquement) aboutis,%,,Nombre de projets de rénovation globale performante (BBC - catégories A et B uniquement) aboutis sur le nombre dossiers en cours (en %),s_6.a,SYDEV,urbanisme_et_amenagement,,,FALSE,FALSE,,,2,,,,
s_60.a,Gains médians énergétiques des projets accompagnés en kWh,kWh,,Gains médians énergétiques des projets accompagnés en kWh,,SYDEV,solidarite_lien_social,,,FALSE,FALSE,,,2,"Mesure l'économie d'énergie réalisée grâce à des actions de lutte contre la précarité énergétique, telle que la rénovation énergétique de logements. Pour obtenir cet indicateur pour le département, On pourra collecter les données sur les économies d'énergie réalisées grâce aux actions de rénovation énergétique menées dans le département, ainsi que les données sur la consommation d'énergie des logements avant et après les travaux. On pourra également obtenir des informations sur les programmes de rénovation énergétique mis en place dans le département et les fonds alloués à cette fin. Il est important de noter que pour avoir une image complète de l'impact de la lutte contre la précarité énergétique, il est nécessaire de collecter également des données sur les émissions de gaz à effet de serre évitées grâce à ces économies d'énergie.",,,
s_60.b,Gains médians énergétiques des projets accompagnés en %,%,,Gains médians énergétiques des projets accompagnés en %,s_60.a,SYDEV,solidarite_lien_social,,,FALSE,FALSE,,,2,,,,
s_60.c,Gains GES des projets accompagnés en tCO2 équivalent,tCO2éq,,Gains GES des projets accompagnés en kWh,,SYDEV,solidarite_lien_social,,,FALSE,FALSE,,,2,"Mesure l'économie d'énergie réalisée grâce à des actions de lutte contre la précarité énergétique, telle que la rénovation énergétique de logements. Pour obtenir cet indicateur pour le département, On pourra collecter les données sur les économies d'énergie réalisées grâce aux actions de rénovation énergétique menées dans le département, ainsi que les données sur la consommation d'énergie des logements avant et après les travaux. On pourra également obtenir des informations sur les programmes de rénovation énergétique mis en place dans le département et les fonds alloués à cette fin. Il est important de noter que pour avoir une image complète de l'impact de la lutte contre la précarité énergétique, il est nécessaire de collecter également des données sur les émissions de gaz à effet de serre évitées grâce à ces économies d'énergie.",,,
s_60.d,Gains GES des projets accompagnés en %,%,,Gains GES des projets accompagnés en %,s_60.c,SYDEV,solidarite_lien_social,,,FALSE,FALSE,,,2,,,,
s_61,Nombre de projets d’EnR menés sur des installations/bâtiments publics par vecteur énergétique,Nombre de projets,,Nombre de projets d’EnR menés sur des installations/bâtiments publics par vecteur énergétique,,"SYDEV, agregation",energie_et_climat,,,FALSE,TRUE,,,2,"Mesure les efforts des communes pour promouvoir une utilisation durable des bâtiments. """"Nombre de projets d’EnR menés sur des installations/bâtiments publics"""" est un indicateur qui mesure le nombre de projets de production d'énergie renouvelable (EnR) menés par les communes sur leurs bâtiments et installations publics. Ces projets peuvent inclure l'installation de panneaux solaires, de turbines éoliennes, de capteurs de chaleur géothermiques ou de tout autre système de production d'énergie renouvelable.

Pour obtenir cet indicateur, on pourra contacter les mairies des communes du département et demander des informations sur les projets d'énergie renouvelable qu'ils ont menés sur leurs bâtiments et installations publiques. On pourra également consulter les sites web des communes pour voir s'il y a des informations disponibles sur les projets d'énergie renouvelable menés par les communes. Il est également possible de consulter les organisations locales ou les associations qui s'occupent de la promotion de l'énergie renouvelable pour obtenir des informations sur les tendances dans la région.",,,
s_61.a,Nombre de projets d’EnR menés sur des installations/bâtiments publics - électricité,Nombre de projets,Electricité,Nombre de projets d’EnR menés sur des installations/bâtiments publics - électricité,s_61,SYDEV,energie_et_climat,,,FALSE,FALSE,,,2,,,,
s_61.b,Nombre de projets d’EnR menés sur des installations/bâtiments publics - gaz,Nombre de projets,Gaz,Nombre de projets d’EnR menés sur des installations/bâtiments publics - gaz,s_61,SYDEV,energie_et_climat,,,FALSE,FALSE,,,2,,,,
s_61.c,Nombre de projets d’EnR menés sur des installations/bâtiments publics - bois-énergie,Nombre de projets,Bois-énergie,Nombre de projets d’EnR menés sur des installations/bâtiments publics - bois-énergie,s_61,SYDEV,energie_et_climat,,,FALSE,FALSE,,,2,,,,
s_61.d,Nombre de projets d’EnR menés sur des installations/bâtiments publics - solaire thermique,Nombre de projets,Solaire thermique,Nombre de projets d’EnR menés sur des installations/bâtiments publics - solaire thermique,s_61,SYDEV,energie_et_climat,,,FALSE,FALSE,,,2,,,,
s_61.e,Nombre de projets d’EnR menés sur des installations/bâtiments publics - réseau de chaleur urbain,Nombre de projets,Réseau de chaleur urbain,Nombre de projets d’EnR menés sur des installations/bâtiments publics - réseau de chaleur urbain,s_61,SYDEV,energie_et_climat,,,FALSE,FALSE,,,2,,,,
s_62,"Part des surface agricoles, naturelles et forestières",%,,"Occupation des sols et de son évolution : part des surface agricoles, naturelles et forestières (en %)",,SYDEV,urbanisme_et_amenagement,,,FALSE,FALSE,,,2,"CORINE Land Cover (CLC) est un inventaire biophysique de l'occupation des sols produit par interprétation visuelle d’images satellite, selon une nomenclature en 44 postes. Il est produit par interprétation visuelle d’images satellite d'une précision de 20 mètres et permet de cartographier des unités homogènes d’occupation des sols (ou de changements) d’une surface minimale de 25 ha (5 ha pour les changements). Cette base de données a été initiée en 1985. Les millésimes 1990, 2000, 2006, 2012 et 2018 ont été réalisés.

Le portail de l'artificialisation présente des données de consommation d'espaces naturels, agricoles et forestiers, ainsi que des analyses de ces données. Ce suivi chiffré de la consommation d’espaces permet d’aider les territoires à répondre à l’un des objectifs de la loi « Climat et résilience », pour atteindre le Zéro artificialisation nette. La loi dispose en effet dans son article 194 : « pour la première tranche de dix années, le rythme d'artificialisation est traduit par un objectif de réduction de la consommation des espaces naturels, agricoles et forestiers par rapport à la consommation réelle de ces espaces observée au cours des dix années précédentes ».",,,
s_63.a,Dépenses énergétiques du territoire (en €),euros,,Dépenses énergétiques du territoire,,SYDEV,strategie_orga_interne,,,FALSE,FALSE,,,2,"L'indicateur ""Facture énergétique du territoire (en € et en €/hab/an)"" dans la constitution d'un PCAET (Plan Climat-Air-Énergie Territorial) représente le coût total de l'énergie consommée sur le territoire (département de la Vendée, dans ce cas) pour une année donnée. Cet indicateur est généralement exprimé en euros et en euros par habitant et par an. Il permet d'évaluer les dépenses liées à la consommation d'énergie et de suivre l'évolution des coûts énergétiques dans le temps, notamment en lien avec les mesures d'efficacité énergétique et de transition énergétique mises en œuvre sur le territoire.

Pour obtenir cet indicateur pour le département de la Vendée, suivez les étapes suivantes :

Collecte de données : Rassemblez les données de consommation d'énergie pour le département de la Vendée. Ces données peuvent inclure la consommation d'électricité, de gaz, de fioul, de bois, etc. Vous pouvez obtenir ces informations auprès des fournisseurs d'énergie, des distributeurs d'énergie ou des organismes publics tels que l'INSEE, l'ADEME ou les services régionaux de l'énergie.

Calcul de la facture énergétique totale : Multipliez la consommation d'énergie (en kWh, MWh ou GWh) pour chaque type d'énergie par le prix correspondant (en €/kWh, €/MWh ou €/GWh). Additionnez les montants obtenus pour obtenir la facture énergétique totale du territoire en euros.

Calcul de la facture énergétique par habitant et par an : Divisez la facture énergétique totale par le nombre d'habitants du département de la Vendée pour obtenir la facture énergétique par habitant et par an. Vous pouvez obtenir la population du département auprès de l'INSEE ou des organismes publics locaux.

Intégration dans le PCAET : Intégrez cet indicateur dans votre PCAET pour suivre l'évolution de la facture énergétique du département de la Vendée et évaluer l'impact des mesures d'efficacité énergétique et de transition énergétique mises en œuvre sur le territoire.

Suivi et ajustement : Assurez un suivi régulier de cet indicateur pour évaluer l'efficacité des politiques et des actions mises en place. Ajustez ces politiques et actions si nécessaire pour réduire la facture énergétique du territoire et améliorer l'efficacité énergétique et la transition énergétique dans le département de la Vendée""",,,
s_63.b,Dépenses énergétiques du territoire (en €/hab),euros/hab,,Dépenses énergétiques du territoire en euros par habitant,s_63.a,SYDEV,strategie_orga_interne,,,FALSE,FALSE,,,2,,,,
s_64,Emissions GES énergétiques/non énergétiques,%,,Emissions GES énergétiques/non énergétiques,,SYDEV,energie_et_climat,,,FALSE,TRUE,,,2,"L'indicateur ""Emissions GES Energétiques/Non Energétiques"" exprime la répartition des émissions de gaz à effet de serre (GES) entre les sources énergétiques et non énergétiques. Les émissions énergétiques sont celles générées par la combustion de combustibles fossiles (pétrole, gaz naturel, charbon) et la consommation d'énergie dans les secteurs du transport, de l'industrie, du résidentiel et du tertiaire. Les émissions non énergétiques proviennent d'autres sources, comme l'agriculture, les processus industriels, les déchets et la gestion des sols. Cet indicateur est exprimé en pourcentage et en kilotonnes équivalent CO2 (kTeqCO2).",,,
s_64.a,Emissions GES énergétiques en ktéqC02,ktéqC02,,Emissions GES énergétiques en ktéqC02,s_64,SYDEV,energie_et_climat,,,FALSE,FALSE,,,2,,,,
s_64.b,Emissions GES non-énergétiques en ktéqC02,ktéqC02,,Emissions GES non-énergétiques en ktéqC02,s_64,SYDEV,energie_et_climat,,,FALSE,FALSE,,,2,,,,
s_64.c,Emissions GES énergétiques en pourcentage,%,,Emissions GES énergétiques en pourcentage,s_64,SYDEV,energie_et_climat,,,FALSE,FALSE,,,2,,,,
s_64.d,Emissions GES non-énergétiques en pourcentage,%,,Emissions GES non-énergétiques en pourcentage,s_64,SYDEV,energie_et_climat,,,FALSE,FALSE,,,2,,,,
s_65,Estimation de la capacité de séquestration carbone totale annuelle,teq C02,,Estimation de la capacité de séquestration carbone totale annuelle,,SYDEV,urbanisme_et_amenagement,,,FALSE,FALSE,,,2,"Mesure les efforts pour la gestion durable des forêts. ""Estimation de la capacité de séquestration de carbone"" est un sous-indicateur spécifique qui mesure la quantité de carbone que les forêts d'une région donnée peuvent stocker dans leur biomasse (arbres, feuilles, branches, etc.). Pour obtenir cet indicateur, on pourra contacter les organisations locales responsables de la gestion des forêts, comme les chambres d'agriculture ou les offices de tourisme, et les organisations environnementales qui s'occupent de la forêt dans cette région, comme les groupes de recherche et les ONG. On pourra également consulter les rapports et les publications de ces organisations qui peuvent fournir des données sur les estimations de la capacité de séquestration de carbone des forêts dans le département. Il est possible que ces sources puissent fournir des données sur la biomasse, la densité de la forêt et les données d'inventaire forestier pour estimer la capacité de séquestration de carbone.",,,
s_66,Production d'énergie renouvelable (EnR) par filière,GWh,,Production d'énergie renouvelable (EnR) par filière,,"SYDEV, agregation",energie_et_climat,,,FALSE,FALSE,,,2,"L'indicateur ""Production annuelle d'ENR par vecteur (Éolien, PV, Bois énergie, Hydraulique, Géothermie, Aérothermie, Solaire Thermique, Méthanisation, Réseaux de Chaleurs, Biocarburants, Gaz…) en GWh/an et en %"""" représente la quantité d'énergie renouvelable produite annuellement pour chaque type de source d'énergie renouvelable (vecteur) dans un territoire ou un département, exprimée en gigawattheures par an (GWh/an) et en pourcentage du total de la production d'énergie renouvelable. Cet indicateur permet d'évaluer la répartition des différentes sources d'énergie renouvelable sur le territoire et d'identifier les domaines dans lesquels il est possible d'augmenter la production d'ENR.

L'indicateur ""Production d'énergie renouvelable - hydraulique (GWh)"" est présent sur Territoires en Transitions dans la catégorie ""Production d’énergie renouvelable du territoire"".",,,
s_66.a,Production d'énergie renouvelable - éolien,GWh,Eolien,Production d'énergie renouvelable  - éolien,s_66,SYDEV,energie_et_climat,,val(cae_3.ad),FALSE,FALSE,,,2,,,,
s_66.b,Production d'énergie renouvelable - solaire photovoltaïque (PV),GWh,Solaire photovoltaïque (PV),Production d'énergie renouvelable  - solaire photovoltaïque (PV),s_66,SYDEV,energie_et_climat,,val(cae_3.ac),FALSE,FALSE,,,2,,,,
s_66.c,Production d'énergie renouvelable - solaire thermique,GWh,Solaire thermique,Production d'énergie renouvelable  - solaire thermique,s_66,SYDEV,energie_et_climat,,val(cae_3.aj),FALSE,FALSE,,,2,,,,
s_66.d,Production d'énergie renouvelable - bois-énergie,GWh,Bois-énergie,Production d'énergie renouvelable - bois-énergie,s_66,SYDEV,energie_et_climat,,opt_val(cae_3.ab)+opt_val(cae_3.ag),FALSE,FALSE,,,2,,,,
s_66.e,Production d'énergie renouvelable - géothermie,GWh,Géothermie,Production d'énergie renouvelable - géothermie,s_66,SYDEV,energie_et_climat,,val(cae_3.am),FALSE,FALSE,,,2,,,,
s_66.f,Production d'énergie renouvelable - PAC,GWh,PAC,Production d'énergie renouvelable - PAC,s_66,SYDEV,energie_et_climat,,val(cae_3.al),FALSE,FALSE,,,2,,,,
s_66.g,Production d'énergie renouvelable - méthanisation,GWh,Méthanisation,Production d'énergie renouvelable - méthanisation,s_66,SYDEV,energie_et_climat,,opt_val(cae_3.aa)+opt_val(cae_3.af)+opt_val(cae_3.c),FALSE,FALSE,,,2,,,,
s_66.2,Production d'énergie renouvelable (EnR) par filière,%,,Production d'énergie renouvelable (EnR) par filière,,"SYDEV, agregation",energie_et_climat,,,FALSE,TRUE,,,2,"L'indicateur ""Production annuelle d'ENR par vecteur (Éolien, PV, Bois énergie, Hydraulique, Géothermie, Aérothermie, Solaire Thermique, Méthanisation, Réseaux de Chaleurs, Biocarburants, Gaz…) en GWh/an et en %"""" représente la quantité d'énergie renouvelable produite annuellement pour chaque type de source d'énergie renouvelable (vecteur) dans un territoire ou un département, exprimée en gigawattheures par an (GWh/an) et en pourcentage du total de la production d'énergie renouvelable. Cet indicateur permet d'évaluer la répartition des différentes sources d'énergie renouvelable sur le territoire et d'identifier les domaines dans lesquels il est possible d'augmenter la production d'ENR.

L'indicateur ""Production d'énergie renouvelable - hydraulique (GWh)"" est présent sur Territoires en Transitions dans la catégorie ""Production d’énergie renouvelable du territoire"".",,,
s_66.h,Production d'énergie renouvelable - éolien (%),%,Eolien,Production d'énergie renouvelable  - éolien (%),s_66.2,SYDEV,energie_et_climat,,,FALSE,FALSE,,,2,,,,
s_66.i,Production d'énergie renouvelable - solaire photovoltaïque (PV) (%),%,Solaire photovoltaïque (PV),Production d'énergie renouvelable  - solaire photovoltaïque (PV) (%),s_66.2,SYDEV,energie_et_climat,,,FALSE,FALSE,,,2,,,,
s_66.j,Production d'énergie renouvelable - solaire thermique (%),%,Solaire thermique,Production d'énergie renouvelable  - solaire thermique (%),s_66.2,SYDEV,energie_et_climat,,,FALSE,FALSE,,,2,,,,
s_66.k,Production d'énergie renouvelable - bois-énergie (%),%,Bois-énergie,Production d'énergie renouvelable - bois-énergie (%),s_66.2,SYDEV,energie_et_climat,,,FALSE,FALSE,,,2,,,,
s_66.l,Production d'énergie renouvelable - géothermie (%),%,Géothermie,Production d'énergie renouvelable - géothermie (%),s_66.2,SYDEV,energie_et_climat,,,FALSE,FALSE,,,2,,,,
s_66.m,Production d'énergie renouvelable - PAC (%),%,PAC,Production d'énergie renouvelable - PAC (%),s_66.2,SYDEV,energie_et_climat,,,FALSE,FALSE,,,2,,,,
s_66.n,Production d'énergie renouvelable - méthanisation (%),%,Méthanisation,Production d'énergie renouvelable - méthanisation (%),s_66.2,SYDEV,energie_et_climat,,,FALSE,FALSE,,,2,,,,
s_66.o,Production d'énergie renouvelable - hydraulique (%),%,Hydraulique,Production d'énergie renouvelable - hydraulique (%),s_66.2,SYDEV,energie_et_climat,,,FALSE,FALSE,,,2,,,,
s_67,Émissions de gaz à effet de serre par secteur en pourcentage,%,,Émissions de gaz à effet de serre par secteur en pourcentage,,"SYDEV, agregation",energie_et_climat,,,FALSE,TRUE,,,2,"Mesure la proportion de gaz à effet de serre (GES) émise par chaque secteur économique dans un certain territoire. Pour obtenir cet indicateur, on pourra vous adresser aux autorités locales ou nationales responsables de la collecte de données sur les émissions de GES ou rechercher des études ou des rapports sur les émissions de GES dans la Vendée. Il est possible que cette information ne soit pas disponible pour le département précis.",,,
s_67.a,Émissions de gaz à effet de serre - résidentiel (%),%,Résidentiel,Émissions de gaz à effet de serre - résidentiel (%),s_67,SYDEV,energie_et_climat,,,FALSE,FALSE,,,2,,,,
s_67.b,Émissions de gaz à effet de serre - tertiaire (%),%,Tertiaire,Émissions de gaz à effet de serre - tertiaire (%),s_67,SYDEV,energie_et_climat,,,FALSE,FALSE,,,2,,,,
s_67.c,Émissions de gaz à effet de serre - transports routiers (%),%,Transport routier,Émissions de gaz à effet de serre - transports routiers (%),s_67,SYDEV,energie_et_climat,,,FALSE,FALSE,,,2,,,,
s_67.d,Émissions de gaz à effet de serre - autres transports (%),%,Autres transports,Émissions de gaz à effet de serre - autres transports (%),s_67,SYDEV,energie_et_climat,,,FALSE,FALSE,,,2,,,,
s_67.e,Émissions de gaz à effet de serre - agriculture (%),%,Agriculture,Émissions de gaz à effet de serre - agriculture (%),s_67,SYDEV,energie_et_climat,,,FALSE,FALSE,,,2,,,,
s_67.f,Émissions de gaz à effet de serre - déchets (%),%,Déchets,Émissions de gaz à effet de serre - déchets (%),s_67,SYDEV,energie_et_climat,,,FALSE,FALSE,,,2,,,,
s_67.g,Émissions de gaz à effet de serre - industrie hors branche énergie (%),%,Industrie,Émissions de gaz à effet de serre - industrie hors branche énergie (%),s_67,SYDEV,energie_et_climat,,,FALSE,FALSE,,,2,,,,
s_67.h,Émissions de gaz à effet de serre - industrie branche énergie (%),%,Branche énergie,Émissions de gaz à effet de serre - industrie branche énergie (%),s_67,SYDEV,energie_et_climat,,,FALSE,FALSE,,,2,,,,
s_68,Émissions de gaz à effet de serre par combustible en pourcentage,%,,Émissions de gaz à effet de serre par combustible (ou vecteur énergétique) en pourcentage,,"SYDEV, agregation",energie_et_climat,,,FALSE,TRUE,,,2,"Mesure la proportion des émissions de gaz à effet de serre (GES) qui proviennent de différents types de combustibles utilisés dans le département. Pour obtenir cet indicateur, il faudrait collecter des données sur les émissions de GES produites par les différents types de combustibles utilisés dans le département, et les calculer en pourcentage. Ces données peuvent être obtenues auprès des autorités locales ou nationales, des entreprises, ou des organisations environnementales.",,,
s_68.a,Émissions de gaz à effet de serre - Bois-énergie (EnR) (%),%,Bois-énergie (EnR),Émissions de gaz à effet de serre - Bois-énergie (EnR) (%),s_68,SYDEV,energie_et_climat,,,FALSE,FALSE,,,2,,,,
s_68.b,Émissions de gaz à effet de serre - Autres énergies renouvelables (EnR) (%),%,Autres énergies renouvelables (EnR),Émissions de gaz à effet de serre - Autres énergies renouvelables (EnR) (%),s_68,SYDEV,energie_et_climat,,,FALSE,FALSE,,,2,,,,
s_68.c,Émissions de gaz à effet de serre - Electricité (%),%, Electricité,Émissions de gaz à effet de serre - Electricité (%),s_68,SYDEV,energie_et_climat,,,FALSE,FALSE,,,2,,,,
s_68.d,Émissions de gaz à effet de serre - Chaleur et froid issus de réseau (%),%,Chaleur et froid issus de réseau,Émissions de gaz à effet de serre - Chaleur et froid issus de réseau (%),s_68,SYDEV,energie_et_climat,,,FALSE,FALSE,,,2,,,,
s_68.e,Émissions de gaz à effet de serre - Gaz Naturel (%),%,Gaz Naturel,Émissions de gaz à effet de serre - Gaz Naturel (%),s_68,SYDEV,energie_et_climat,,,FALSE,FALSE,,,2,,,,
s_68.f,Émissions de gaz à effet de serre - Produits pétroliers et autres (%),%,Produits pétroliers et autres,Émissions de gaz à effet de serre - Produits pétroliers et autres (%),s_68,SYDEV,energie_et_climat,,,FALSE,FALSE,,,2,,,,
s_68.g,Émissions de gaz à effet de serre - Hors énergie (%),%,Hors énergie,Émissions de gaz à effet de serre - Hors énergie (%),s_68,SYDEV,energie_et_climat,,,FALSE,FALSE,,,2,,,,
s_7,Puits de carbone,kteqC02,,Puits de carbone,,SYDEV,urbanisme_et_amenagement,,,FALSE,FALSE,,,2,"Mesure la capacité d'un territoire à absorber du dioxyde de carbone (CO2) via les écosystèmes, tels que la forêt, les sols et les océans. Le """"puits de carbone"""" en kteqCO2 (unité de mesure pour le carbone) est un indicateur qui mesure la quantité de CO2 absorbée par ces écosystèmes.

L'outil ALDO est un outil ADEME. Simple d’utilisation, open-source et accessible en ligne, il est disponible gratuitement et sans téléchargement.L’estimation territoriale de ces flux (émissions et séquestration de carbone) se base sur les informations disponibles sur :

\-les changements d’affectation des sols (ex : artificialisation des sols, mise en culture de prairies permanente, défrichements et boisements),

\-la dynamique forestière (accroissement biologique des végétaux, mortalité, prélèvements),

\-les modes de gestion des milieux (ex : pratiques agricoles) qui modifient les stocks de carbone en place.",,,
s_8,Nombre de projets ayant recours aux matériaux biosourcés,Nombre de projets,,Nombre de projets ayant recours aux matériaux biosourcés,,SYDEV,"energie_et_climat, urbanisme_et_amenagement",,,FALSE,FALSE,,,2,"Mesure le pourcentage de projets de construction ou de rénovation de bâtiments et installations appartenant aux communes qui ont utilisé des matériaux biosourcés. Les matériaux biosourcés sont des matériaux produits à partir de ressources végétales ou animales renouvelables, tels que le bois, la paille, la laine de mouton ou la chaux.

Pour obtenir cet indicateur, on pourra contacter les mairies des communes du département et demander des informations sur les projets de construction ou de rénovation qui ont utilisé des matériaux biosourcés. On pourra également consulter les sites web des communes pour voir s'il y a des informations disponibles sur leurs projets de construction ou de rénovation et les matériaux qui ont été utilisés. Il est également possible de consulter les organisations locales ou les associations qui s'occupent de la promotion des matériaux biosourcés pour obtenir des informations sur les tendances dans la région.",,,
s_9,Nombre d'artisans labellisés RGE,Nombre d'artisans,,Nombre d'artisans labellisés RGE,,SYDEV,"energie_et_climat, urbanisme_et_amenagement",,,FALSE,FALSE,,,2,"Le label RGE permet d'assurer l'éco-conditionnalité des aides à la rénovation énergétique. En effet, le label RGE est délivré uniquement pour les travaux de rénovation énergétique les plus efficaces, et aux prestataires qui réalisent des travaux de qualité.",,,
terr_1,Population,Nombre,,Nombre d'habitants,,,,,,FALSE,FALSE,,,2,Nombre d'habitants par an.,,,
cae_47.a,Nombre de stations de transports en commun,Nombre de stations /1000 hab.,,Nombre de stations de transports en commun disponibles sur le territoire pour 1000 habitants,cae_47,cae,mobilite_et_transport,,,FALSE,FALSE,,,2,"L’indicateur représente le nombre de stations de transports en commun (tous types de réseaux confondus : tramway, bus, trolleybus, métro, train) disponibles sur le territoire, rapporté au nombre d’habitants (pour 1000).",,,
cae_66,Nombre de trajets quotidiens en covoiturage,Milliers de trajets / jour,,Nombre de trajets quotidiens en covoiturage estimés,,cae,mobilite_et_transport,,,FALSE,FALSE,,,2,"Au-delà de l'utilisation de véhicules moins polluants, de transports collectifs ou de la diminution des trajets parourus, les émissions du transport individuel de passagers peuvent être divisées par la pratique du covoiturage - qu'il soit intermédié par une plateforme ou non. L'indicateur représente le nombre de trajets en covoiturage estimés - les trajets par plateforme sont connus grâce au registre de preuves de covoiturage, et les trajets informels sont obtenus par enquête annuelle et extrapolation, au niveau national. L'unité est le millier de trajets par jour. ",,,
cae_44.a,Linéaire d'aménagements cyclables pour 1000 hab,km / 1000 hab.,,Linéaire d'aménagements cyclables du territoire pour 1000 habitants,,"cae, agregation, clef",mobilite_et_transport,cae_4.3.2,opt_val(cae_44.aa)+opt_val(cae_44.ab)+opt_val(cae_44.ac)+opt_val(cae_44.ad)+opt_val(cae_44.ae)+opt_val(cae_44.af)+opt_val(cae_44.ag),FALSE,FALSE,,,2,"L’indicateur représente le nombre de kilomètres d’aménagements cyclables sur le territoire rapporté au nombre d’habitants (pour 1000) selon 6 types d’aménagements : pistes cyclables, bandes cyclables, voies bus partagées, voies vertes, double sens cyclables, aménagements mixtes. ",,,
cae_44.aa,Linéaire de pistes cyclables,km / 1000 hab.,,Linéaire de pistes cyclables du territoire pour 1000 habitants,cae_44.a,cae,mobilite_et_transport,,,FALSE,FALSE,,,2,,,,
cae_44.ab,Linéaire de voies vertes,km / 1000 hab.,,Linéaire de voies vertes du territoire pour 1000 habitants,cae_44.a,cae,mobilite_et_transport,,,FALSE,FALSE,,,2,,,,
cae_44.ac,Linéaire de bandes cyclables,km / 1000 hab.,,Linéaire de bandes cyclables du territoire pour 1000 habitants,cae_44.a,cae,mobilite_et_transport,,,FALSE,FALSE,,,2,,,,
cae_44.ad,Linéaire de voies bus partagées,km / 1000 hab.,,Linéaire de voies bus partagées du territoire pour 1000 habitants,cae_44.a,cae,mobilite_et_transport,,,FALSE,FALSE,,,2,,,,
cae_44.ae,Linéaire de double sens cyclables,km / 1000 hab.,,Linéaire de double sens cyclables du territoire pour 1000 habitants,cae_44.a,cae,mobilite_et_transport,,,FALSE,FALSE,,,2,,,,
cae_44.af,Linéaire d'aménagements mixtes,km / 1000 hab.,,Linéaire d'aménagements mixtes du territoire pour 1000 habitants,cae_44.a,cae,mobilite_et_transport,,,FALSE,FALSE,,,2,,,,
cae_44.ag,Linéaire d'aménagements autre,km / 1000 hab.,,Linéaire d'aménagements autre du territoire pour 1000 habitants,cae_44.a,cae,mobilite_et_transport,,,FALSE,FALSE,,,2,,,,
energie,Puissance des installations électriques,MW,,Puissance des installations électriques,,agregation,energie_et_climat,,opt_val(energie.a)+opt_val(energie.b)+opt_val(energie.c)+opt_val(energie.d)+opt_val(energie.e)+opt_val(energie.f)+opt_val(energie.g)+opt_val(energie.h)+opt_val(energie.i)+opt_val(energie.j),FALSE,FALSE,,,2,Puissance maximale installée qui peut être produite par vecteur d'énergie (n’a de sens que pour les fonctions production et réversible).,,,
energie.a,Puissance des installations électriques - Eolien,MW,Eolien,Puissance des installations électriques - Eolien,energie,secteur,energie_et_climat,,,FALSE,FALSE,,,2,,,,
energie.b,Puissance des installations électriques - Solaire,MW,Solaire,Puissance des installations électriques - Solaire,energie,secteur,energie_et_climat,,,FALSE,FALSE,,,2,,,,
energie.c,Puissance des installations électriques - Hydraulique,MW,Hydraulique,Puissance des installations électriques - Hydraulique,energie,secteur,energie_et_climat,,,FALSE,FALSE,,,2,,,,
energie.d,Puissance des installations électriques - Géothermie,MW,Géothermie,Puissance des installations électriques - Géothermie,energie,secteur,energie_et_climat,,,FALSE,FALSE,,,2,,,,
