,nom,siren,nature
544,Syndicat médocain intercommunal pour la collecte et le traitement des ordures ménagères (SMICOTOM),253300701,SMF
545,Union des syndicats pour la collecte et le traitement des ordures ménagères (USTOM) du Castillonais et du Réolais,253303499,SMF
546,Union communautaire pour le traitement des ordures ménagères de La Brède - Podensac,253303911,SMF
547,SIVOM de la rive droite,253306302,SMF
548,SM intercommunal de collecte et de valorisation des déchets ménagers du Libournais-Haute Gironde (SMICVAL),253306617,SMF
549,Montpellier Méditerranée Métropole,243400017,METRO
550,CA Sète Agglopôle Méditerranée,200066355,CA
551,CA du Pays de l'Or,243400470,CA
552,CA de Béziers-Méditerranée,243400769,CA
553,CA Hérault-Méditerranée,243400819,CA
554,CC Lodévois et Larzac,200017341,CC
555,CC du Grand Pic Saint-Loup,200022986,CC
556,CC Grand Orb communauté de communes en Languedoc,200042646,CC
557,CC Sud-Hérault,200042653,CC
558,CC du Minervois au Caroux,200066348,CC
559,CC Les Avant-Monts,200071058,CC
560,CC du Clermontais,243400355,CC
561,CC la Domitienne,243400488,CC
562,CC du Pays de Lunel,243400520,CC
563,CC Vallée de l'Hérault,243400694,CC
564,CC des Cévennes Gangeoises et Suménoises,243400736,CC
565,SMICTOM Pézenas-Agde,253400485,SMF
566,Syndicat Centre Hérault,253403232,SMF
567,Syndicat de développement local du Pays Coeur d'Hérault ou ''SYDEL du Pays Coeur d'Hérault'',200017127,SMO
568,Rennes Métropole,243500139,METRO
569,CA Vitré Communauté,200039022,CA
570,CA Fougères Agglomération,200072452,CA
571,CA Redon Agglomération,243500741,CA
572,CA du Pays de Saint Malo Agglomération,243500782,CA
573,CC de Saint-Méen Montauban,200038990,CC
574,CC Vallons de Haute-Bretagne Communauté,200043990,CC
575,CC Bretagne Porte de Loire Communauté,200070662,CC
576,CC du Pays de Dol et de la Baie du Mont Saint-Michel,200070670,CC
577,CC Couesnon Marches de Bretagne,200070688,CC
578,CC Montfort Communauté,243500550,CC
579,CC Brocéliande Communauté,243500618,CC
580,Roche aux Fées Communauté,243500634,CC
581,CC Pays de Châteaugiron Communauté,243500659,CC
582,CC Val d'Ille-Aubigné,243500667,CC
583,CC Côte d'Emeraude,243500725,CC
584,CC Bretagne Romantique,243500733,CC
585,CC Liffré-Cormier Communauté,243500774,CC
586,SMICTOM du Pays de Fougères,200073500,SMF
587,SMICTOM Valcobreizh,200090884,SMF
588,SMICTOM des Pays de Vilaine,253500862,SMF
589,syndicat mixte pour la collecte et le tri des ordures ménagères du secteur Sud-Est d'ille et vilaine,253500953,SMF
590,SMICTOM du Centre Ouest de l'Ille-et-Vilaine,253500995,SMF
591,SMO de traitement des déchets ménagers et assimilés,200084945,SMO
592,CA Châteauroux Métropole,243600327,CA
593,CC de la Marche Berrichonne,200007052,CC
594,CC du Val de Bouzanne,200018521,CC
595,CC Marche Occitane - Val d'Anglin,200035137,CC
596,CC du Châtillonnais en Berry,200035848,CC
597,CC Ecueillé-Valençay,200040558,CC
598,CC Eguzon - Argenton - Vallée de la Creuse,200068872,CC
599,CC Champagne Boischauts,200068880,CC
600,CC Chabris - Pays de Bazelle,243600202,CC
601,CC du Pays d'Issoudun,243600236,CC
602,CC de la Région de Levroux,243600293,CC
603,CC Val de l'Indre - Brenne,243600301,CC
604,CC Brenne - Val de Creuse,243600319,CC
605,CC Coeur de Brenne,243600343,CC
606,CC de la Châtre et Sainte-Sévère,243600350,CC
607,SICTOM de Champagne Berrichonne,253600456,SMF
608,SM du traitement des ordures ménagères de la région de Châteauroux,253602429,SMF
609,SM pour la collecte et le traitement des ordures ménagères de la zone Ouest du département de l'Indre,253609937,SMF
610,Tours Métropole Val de Loire,243700754,METRO
611,CC du Val d Amboise,200043065,CC
612,"CC Chinon, Vienne et Loire",200043081,CC
613,CC Loches Sud Touraine,200071587,CC
614,CC Touraine Vallée de l'Indre,200072650,CC
615,CC Touraine Val de Vienne,200072668,CC
616,CC Touraine Ouest Val de Loire,200072981,CC
617,CC Touraine-Est Vallées,200073161,CC
618,CC de Gâtine et Choisilles - Pays de Racan,200073237,CC
619,CC du Castelrenaudais,243700499,CC
620,CC de Bléré Val de Cher,243700820,CC
621,SMICTOM du Chinonais,253700454,SMF
622,SMICTOM d'Amboise,253702963,SMF
623,SMIPE Val Touraine Anjou,253753107,SMF
624,Grenoble-Alpes-Métropole,200040715,METRO
625,CA Vienne Condrieu,200077014,CA
626,CA Porte de l'Isère (CAPI),243800604,CA
627,CA du Pays Voironnais,243800984,CA
628,CC Le Grésivaudan,200018166,CC
629,CC du Trièves,200030658,CC
630,CC Coeur de Chartreuse,200040111,CC
631,CC de la Matheysine,200040657,CC
632,CC Bièvre Isère,200059392,CC
633,CC Les Balcons du Dauphiné,200068542,CC
634,CC Les Vals du Dauphiné,200068567,CC
635,CC Saint-Marcellin Vercors Isère Communauté,200070431,CC
636,CC Entre Bièvre et Rhône,200085751,CC
637,CC de l'Oisans,243800745,CC
638,CC Lyon-Saint-Exupéry en Dauphiné,243800935,CC
639,CC du Massif du Vercors,243801024,CC
640,CC de Bièvre Est,243801073,CC
641,CC des Collines du Nord Dauphiné,243801255,CC
642,SICTOM de la région de Morestel,253801179,SMF
643,SI du Bréda et de la Combe de Savoie (SIBRECSA),253801450,SMF
644,SICTOM du Guiers,253801716,SMF
645,SICTOM de la Bièvre,253802367,SMF
646,SITOM Nord Isère,253802730,SMF
647,SM Nord Dauphiné,253804710,SMF
648,CA du Grand Dole,200010650,CA
649,CA ECLA  (Espace Communautaire Lons Agglomération),200071116,CA
650,CC Haut-Jura Saint-Claude,200026573,CC
651,CC Bresse Haute Seille,200069615,CC
652,CC Champagnole Nozeroy Jura,200069623,CC
653,"CC Arbois, Poligny, Salins, Coeur du Jura",200071595,CC
654,CC Porte du Jura,200072056,CC
655,CC Terre d?Emeraude Communauté ,200090579,CC
656,CC de la Station des Rousses-Haut Jura,243900354,CC
657,CC du Val d'Amour,243900420,CC
658,CC Haut-Jura Arcade Communauté,243900479,CC
659,CC Jura Nord,243900560,CC
660,CC la Grandvallière,243900610,CC
661,CC de la Plaine Jurassienne,243901089,CC
662,SICTOM de la région de Champagnole,253900625,SMF
663,SICTOM de la zone de Dole,253900633,SMF
664,SICTOM de la zone de Lons-le-Saunier,253900641,SMF
665,SICTOM du Haut-Jura,253900658,SMF
666,SYDOM,253901839,SMF
667,CA du Grand Dax,244000675,CA
668,CA Mont de Marsan Agglomération,244000808,CA
669,CC d'Aire-sur-l'Adour,200030435,CC
670,CC des Landes d'Armagnac,200035541,CC
671,CC Pays d'Orthe et Arrigans,200069417,CC
672,CC Terres de Chalosse,200069631,CC
673,CC Chalosse Tursan,200069649,CC
674,CC Coeur Haute Lande,200069656,CC
675,CC de Mimizan,244000543,CC
676,CC du Seignanx,244000659,CC
677,CC du Pays Morcenais,244000691,CC
678,CC du Pays Tarusate,244000766,CC
679,CC du Pays de Villeneuve en Armagnac Landais,244000774,CC
680,CC du Pays Grenadois,244000824,CC
681,CC Côte Landes Nature,244000857,CC
682,CC Maremne Adour Côte Sud,244000865,CC
683,CC des Grands Lacs,244000873,CC
684,CC Coteaux et Vallées des Luys,244000881,CC
685,SIVOM du Born,244000279,SMF
686,SIETOM de Chalosse,254000839,SMF
687,SICTOM du Marsan,254000847,SMF
688,SICTOM Côte Sud,254001977,SMF
689,SM d'élimination des déchets de la haute Lande,254003239,SMF
690,CA de Blois ''Agglopolys'',200030385,CA
691,CA Territoires Vendômois,200072072,CA
692,CC Coeur de Sologne,200000800,CC
693,CC du Romorantinais et du Monestois,200018406,CC
694,CC du Perche et Haut Vendômois,200040772,CC
695,CC Beauce Val de Loire,200055481,CC
696,CC Val-de-Cher-Controis,200072064,CC
697,CC des Collines du Perche,244100293,CC
698,CC de la Sologne des Etangs,244100780,CC
699,CC du Grand Chambord,244100798,CC
700,CC de la Sologne des Rivières,244100806,CC
701,SM de collecte et de traitement des ordures ménagères de Sologne,254100415,SMF
702,SM d'élimination des ordures ménagères du groupement de Mer,254100472,SMF
703,SM d'enlèvement et d'élimination des ordures ménagères du Val de Cher,254100837,SMF
704,"SM de collecte, de traitement et de valorisation des déchets ménagers du Vendômois (VAL DEM)",254102023,SMF
705,SM de collecte et de traitement des déchets du Blaisois (VAL-ECO),254103054,SMF
706,Saint-Etienne Métropole,244200770,METRO
707,CA Roannais Agglomération,200035731,CA
708,Loire Forez Agglomération (LFA),200065886,CA
709,CC Charlieu-Belmont,200035202,CC
710,CC de Forez-Est,200065894,CC
711,CC des Vals d'Aix et Isable,244200614,CC
712,CC des Monts du Pilat,244200622,CC
713,CC du Pays Entre Loire et Rhône,244200630,CC
714,CC du Pays d'Urfé,244200820,CC
715,CC du Pilat Rhodanien,244200895,CC
716,SYDEMER,200017424,SMF
717,Syndicat d'études et d'élimination des déchets du Roannais (SEEDR),254202104,SMF
718,CA du Puy-en-Velay,200073419,CA
719,CC des Rives du Haut Allier,200073393,CC
720,CC Mézenc-Loire-Meygal,200073401,CC
721,CC Marches du Velay-Rochebaron,200073427,CC
722,CC Brioude Sud Auvergne,200085728,CC
723,CC du Pays de Montfaucon,244300307,CC
724,CC des Sucs,244301016,CC
725,CC Auzon Communauté,244301099,CC
726,CC du Haut Lignon,244301107,CC
727,CC des Pays de Cayres et de Pradelles,244301123,CC
728,CC Loire et Semène,244301131,CC
729,SICTOM des Monts du Forez,200040129,SMF
730,SICTOM Issoire - Brioude,254300049,SMF
731,SM pour le tri sélectif et le traitement des déchets ménagers et assimilés de la région de Monistrol-sur-Loire (SYMPTTOM),254300395,SMF
732,SICTOM Velay-Pilat,254300593,SMF
733,SICTOM entre Monts et vallées,254300759,SMF
734,SICTOM de la région Emblavez-Meygal,254300809,SMF
735,Nantes Métropole,244400404,METRO
736,CA Pornic Agglo Pays de Retz,200067346,CA
737,CA Clisson Sèvre et Maine Agglo,200067635,CA
738,CA de la Presqu'île de Guérande Atlantique (CAP ATLANTIQUE),244400610,CA
739,CA de la Région Nazairienne et de l'Estuaire (CARENE),244400644,CA
740,CC du Pays de Pontchâteau St-Gildas-des-Bois,200000438,CC
741,CC Sèvre et Loire,200067866,CC
742,CC Sud Retz Atlantique,200071546,CC
743,CC Châteaubriant-Derval,200072726,CC
744,CC Estuaire et Sillon,200072734,CC
745,Grand Lieu Communauté,244400438,CC
746,CC de la Région de Blain,244400453,CC
747,CC d'Erdre et Gesvres,244400503,CC
748,CC de Nozay,244400537,CC
749,CC du Pays d'Ancenis,244400552,CC
750,CC du Sud Estuaire,244400586,CC
751,SM Centre Nord Atlantique pour le traitement et le recyclage des déchets,254402522,SMF
752,Orléans Métropole,244500468,METRO
753,CA Montargoise et Rives du Loing (AME),244500203,CA
754,CC des Portes de Sologne,200005932,CC
755,CC de la Beauce Loirétaine,200035764,CC
756,CC du Pithiverais,200066280,CC
757,"CC de la Cléry, du Betz et de l'Ouanne",200067668,CC
758,CC Canaux et Forêts en Gâtinais,200067676,CC
759,CC Berry Loire Puisaye,200068278,CC
760,CC du Val de Sully,200070100,CC
761,CC des Terres du Val de Loire,200070183,CC
762,CC du Pithiverais-Gâtinais,200071850,CC
763,CC Giennoises,244500211,CC
764,CC des Quatre Vallées,244500419,CC
765,CC des Loges,244500427,CC
766,CC de la Forêt,244500484,CC
767,CC de la Plaine du Nord Loiret,244500542,CC
768,SMIRTOM de la région d'Artenay,254500010,SMF
769,SMICTOM de la région de Châteauneuf-sur-Loire,254500226,SMF
770,SM pour la collecte et le traitement des déchets ménagers de l'arrondissement de Pithiviers (SMITOMAP),254500739,SMF
771,"SMICTOM des cantons de Gien, Châtillon-sur-Loire, Châtillon-Coligny, Briare",254501620,SMF
772,SMIRTOM de la région de Montargis,254502164,SMF
773,SYCTOM des régions de Gien et Châteauneuf-sur-Loire,254502578,SMF
774,SM Beauce Gâtinais valorisation,254503105,SMF
775,PETR pour le développement du Pays Beauce Gâtinais en Pithiverais,200079903,PETR
776,PETR Gâtinais Montargois,200086643,PETR
777,CA du Grand Cahors,200023737,CA
778,CC Cazals-Salviac,200035327,CC
779,CC du Quercy Blanc,200039519,CC
780,CC Causses et Vallée de la Dordogne,200066371,CC
781,CC Grand-Figeac,200067361,CC
782,CC de la Vallée du Lot et du Vignoble,244600433,CC
783,CC Quercy - Bouriane,244600482,CC
784,CC du Pays de Lalbenque-Limogne,244600532,CC
785,CC du Causse de Labastide Murat,244600573,CC
786,SMICTOM du Pays de Gourdon,254600265,SMF
787,SM collecte et traitement des ordures ménagères les Marches du Sud Quercy,254600901,SMF
788,SYDED du Lot,453372997,SMO
789,CA du Grand Villeneuvois,200023307,CA
790,CA Val de Garonne Agglomération ,200030674,CA
791,CA d'Agen,200035459,CA
792,CC des Bastides en Haut Agenais Périgord,200036523,CC
793,CC Porte d'Aquitaine en Pays de Serres,200036572,CC
794,CC du Confluent et des Coteaux de Prayssas,200068922,CC
795,CC Fumel Vallée du Lot,200068930,CC
796,CC Albret Communauté,200068948,CC
797,CC du Pays de Duras,244700449,CC
798,CC du Pays de Lauzun,244700464,CC
799,CC des Coteaux et Landes de Gascogne,244701355,CC
800,CC Lot et Tolzac,244701405,CC
801,SMICTOM Lot-et-Garonne Baïse,200020550,SMF
802,SM de valorisation et de traitement des déchets ménagers et assimilés en Lot-et-Garonne,254702582,SMO
803,CC du Haut Allier,200006930,CC
804,CC Randon - Margeride,200069102,CC
805,CC Mont Lozère,200069128,CC
806,CC des Cévennes au Mont Lozère,200069136,CC
807,CC des Hautes Terres de l'Aubrac,200069144,CC
808,CC Gorges Causses Cévennes,200069151,CC
809,CC des Terres d'Apcher-Margeride-Aubrac,200069185,CC
810,CC Aubrac Lot Causses Tarn,200069268,CC
811,CC Coeur de Lozère,244800405,CC
812,CC du Gévaudan,244800470,CC
813,SI Aubrac-Colagne,254800758,SIVU
814,SM La Montagne,244800256,SMF
815,SICTOM des Hauts plateaux,254300718,SMF
816,Syndicat départemental d'énergie et d'équipement de la Lozère (SDEE),254800022,SMF
817,SICTOM des bassins du Haut-Tarn,254800345,SMF
818,SM de collecte et de traitement des déchets ménagers Lozère Centre,254800709,SMF
819,CU Angers Loire Métropole,244900015,CU
820,CA Mauges Communauté,200060010,CA
821,CA Agglomération du Choletais,200071678,CA
822,CA Saumur Val de Loire,200071876,CA
823,CC Anjou Loir et Sarthe,200068955,CC
824,CC Loire Layon Aubance,200071553,CC
825,CC des Vallées du Haut-Anjou,200071868,CC
826,CC Anjou Bleu Communauté,244900809,CC
827,CC Baugeois Vallée,244900882,CC
828,SI du Segréen pour le traitement des ordures (SISTO),254900442,SMF
829,SICTOM  Loir et Sarthe,254900517,SMF
830,SMITOM du Sud Saumurois,254901341,SMF
831,Pôle métropolitain Loire Angers,254902034,SMF
832,SYCTOM du Loire Béconnais et ses environs,254902414,SMF
833,SM pour le traitement et la valorisation des déchets ménagers résiduels (VALOR 3 E),254902562,SMF
834,SM intercommunal de valorisation et de recyclage thermique des déchets de l'Est Anjou,254902257,SMO
835,PETR du Segréen,200052629,PETR
836,CA Saint-Lô Agglo,200066389,CA
837,CA du Cotentin,200067205,CA
838,CA Mont-Saint-Michel-Normandie,200069425,CA
839,"CC de Granville, Terre et Mer",200042604,CC
840,CC de la Baie du Cotentin,200042729,CC
841,CC de Villedieu Intercom,200043354,CC
842,CC Coutances Mer et Bocage,200067023,CC
843,CC Côte Ouest Centre Manche,200067031,CC
844,SM de la Perrelle,255001638,SMF
845,SM du Point Fort,255003063,SMF
846,CU du Grand Reims,200067213,CU
847,CA de Châlons-en-Champagne,200066876,CA
848,"CA Epernay, Coteaux et Plaine de Champagne",200067684,CA
849,"CC de Vitry, Champagne et Der",200034718,CC
850,CC de la Région de Suippes,200042620,CC
851,CC de l'Argonne Champenoise,200042703,CC
852,CC Perthois-Bocage et Der,200042992,CC
853,CC de la Moivre à la Coole,200043438,CC
854,CC de Sézanne-Sud Ouest Marnais,200066835,CC
855,CC des Paysages de la Champagne,200066850,CC
856,CC Côtes de Champagne et Val de Saulx,200067379,CC
857,CC de la Grande Vallée de la Marne,245100615,CC
858,CC de la Brie Champenoise,245100888,CC
859,CC du Sud Marnais,245100979,CC
860,SM du Sud-Est Marnais (SYMSEM),200035673,SMF
861,SM de valorisation des ordures ménagères (SYVALOM),255102592,SMO
862,CA de Chaumont,200068658,CA
863,CA de Saint-Dizier Der et Blaise,200068666,CA
864,CC d'Auberive Vingeanne et Montsaugeonnais,200027308,CC
865,CC du Bassin de Joinville en Champagne,200044253,CC
866,CC Meuse Rognon,200069664,CC
867,CC des Savoir-Faire,200070332,CC
868,CC du Grand Langres,200072999,CC
869,CC des Trois Forêts,245200597,CC
870,Syndicat départemental d'énergie et des déchets 52,200055614,SMF
871,SMICTOM de Saint-Dizier,255201402,SMF
872,SMICTOM de la région de Langres,255202335,SMF
873,Laval Agglomération,200083392,CA
874,CC des Coëvrons,200033298,CC
875,CC du Mont des Avaloirs,200042182,CC
876,CC du Pays de Craon,200048551,CC
877,CC Mayenne Communauté,200055887,CC
878,CC du Pays de Meslay-Grez,245300223,CC
879,CC de l'Ernée,245300355,CC
880,CC du Bocage Mayennais,245300389,CC
881,CC du Pays de Château-Gontier,245300447,CC
882,Métropole du Grand Nancy,245400676,METRO
883,Grand Longwy Agglomération,245400262,CA
884,CC du Pays du Saintois,200035772,CC
885,CC du Bassin de Pont-à-Mousson,200041515,CC
886,CC Terre Lorraine du Longuyonnais,200043693,CC
887,CC Meurthe Mortagne Moselle,200067643,CC
888,CC de Vezouze en Piémont,200069433,CC
889,CC Coeur du Pays Haut,200070290,CC
890,CC du Territoire de Lunéville à Baccarat,200070324,CC
891,CC Terres Touloises,200070563,CC
892,CC de Seille et Grand Couronné,200070589,CC
893,CC Mad et Moselle,200070738,CC
894,CC Orne Lorraine Confluences,200070845,CC
895,CC Moselle et Madon,245400171,CC
896,CC des Pays du Sel et du Vermois,245400189,CC
897,CC du Pays de Colombey et du Sud Toulois,245400510,CC
898,CC du Bassin de Pompey,245400601,CC
899,CC du Pays du Sanon,245400759,CC
900,"SI pour le ramassage et le traitement des ordures ménagères du secteur de Briey,de la vallée de l'Orne et du Jarnisy",255400905,SMF
901,SM de traitement des ordures ménagères de la région de Villerupt,255401333,SMF
902,SI pour la collecte et l'élimination des déchets des ménages dans le secteur de Piennes,255401341,SMF
903,CA de Bar-le-Duc - Sud Meuse,200033025,CA
904,CA du Grand Verdun,200049187,CA
905,CC Côtes de Meuse Woëvre,200034874,CC
906,CC des Portes de Meuse,200066108,CC
907,CC Argonne-Meuse,200066116,CC
908,CC du Pays de Stenay et du Val Dunois,200066132,CC
909,CC de l'Aire à l'Argonne,200066140,CC
910,CC de Commercy - Void - Vaucouleurs,200066157,CC
911,CC Val de Meuse - Voie Sacrée,200066165,CC
912,CC de Damvillers Spincourt,200066173,CC
913,CC du Sammiellois,245500327,CC
914,CC du Territoire de Fresnes en Woëvre,245501176,CC
915,CC du Pays de Revigny sur Ornain,245501184,CC
916,CC du Pays d'Etain,245501242,CC
917,CC du Pays de Montmédy,245501259,CC
918,SM d'études et de traitement des déchets ménagers et assimilés,200046647,SMF
919,PETR du Pays Barrois,200049906,PETR
920,CA Lorient Agglomération,200042174,CA
921,CA Golfe du Morbihan - Vannes Agglomération,200067932,CA
922,CC Arc Sud Bretagne,200027027,CC
923,CC Auray Quiberon Terre Atlantique,200043123,CC
924,Ploërmel Communauté,200066777,CC
925,CC de l'Oust à Brocéliande,200066785,CC
926,CC Centre Morbihan Communauté,200067221,CC
927,CC de Blavet Bellevue Océan,245600440,CC
928,CC de Belle Ile en Mer,245600465,CC
929,CC Questembert Communauté,245614383,CC
930,CC Roi Morvan Communauté,245614417,CC
931,CC Pontivy Communauté,245614433,CC
